2019-11-14 23:06:10+00:00,"Kalo lu ga suka peraturan dilarang pake celana cingkrang ama bercadar,keluar saja ga usah jadi asn, masih banyak yg berjubel yg siap mengganti kan"
2019-11-14 16:42:36+00:00,"Dri dulu aku bilang apa ASN BUMN Itu gudang kadrun...mereka bangga bangga posting di aksi bersilit silit Ngantor pakai celana cingkrang Mungkin juga biaya aksi kadeun mereka yg saweran, atau kalau nggak ya bini mereka yg aktif"
2019-11-14 16:24:32+00:00,"Lho.... Bukannya Satpol PP singkatan dari Satun Polisi Pamong Praja... Coba rahasia ASN yang pakai rok cingkrang, baju ketat, rambut pirang di cat... Dulu PNS wanita memakai rok dibawah lutut...sekarang banyak di atas lutut...coba di razia itu"
2019-11-14 14:42:36+00:00,Knp teroris itu identik dgn pria bercelana cingkrang dan wanita bercadar???Apakah ini harus kita biarkan??Saatnya pemerintah @jokowi @DPR_RI @mprgoid @PolhukamRI @Kemenag_RI &amp; @Kemendagri_RI bersih2 ASN cingkrang dan bercadar #TangkapBuzzerTeroris
2019-11-14 13:15:18+00:00,"Kalau pengen tetep cingkrang dan pakai cadar , keluar aja dari ASN masih banyak kok rejeki diluar sana. Gitu aja repot !!!"
2019-11-14 12:06:27+00:00,Pegawai ASN TDK boleh bercadar &amp; Celana Cingkrang supaya digantikan org2 generasi PKI atau MUNAFIK. 
2019-11-14 10:33:24+00:00,Makanya Panjul kalau Goblok jgn di borong semua...Pemerintah tdk prnh larang bercelana cingkrang untuk menjadi ASN tp melarang pakai celana cingkrang sewaktu bekerja di lingkungan pemerintah. Setelah tdk di lingkungan kerja mau pakai celana seselangkangan juga gk ada yg larang.
2019-11-14 09:38:47+00:00,"DUL, mmgnya sdh ada aturan kalo celana cingkrang gak boleh jadi ASN?"
2019-11-14 08:40:10+00:00,Owh iya itu baguslah kalau tahu ada aturan pakaian ASN jadi sudah jelas ya celana cingkrang sama cadar bukan pakaian ASN...jadi ada aturan pakaiannya. 
2019-11-14 06:29:38+00:00,Lah terus kenapa anda tulis orang pakai celana cingkrang tidak boleh jadi ASN ??
2019-11-14 06:24:33+00:00,Lah kata kata pak Zul yg cingkrang tidak boleh jadi ASN hoax jadi ya gmn sih nih?
2019-11-14 06:16:41+00:00,Bukan gitu kata kata terakhir pak tengku ibarat klw celana cingkrang tdk boleh jadi ASN gitu...mungkin sy salah memahami perjuangan org cingkrang di ASN
2019-11-14 06:04:01+00:00,Tdk ada UU yg melarang ASN pakai Celana Cingkrang. Ngapain ke MK?
2019-11-14 06:03:26+00:00,"Kata terakhir pak tengku ""tdk boleh jadi ASN"" jadi kelompok cingkrang boleh mengajukan revisi UU pakaian ASN agar cingkrang bisa jadi ASN gitu maksudku pak..."
2019-11-14 05:31:21+00:00,Masalahnya UU ASN itu dibuat oleh siapa sih?kenapa kelompok cingkrang gak mengajukan gugatan ke MK kan situ pinter cuap cuap di Twitter coba kasih bantuan hukum ke MK...beres to 
2019-11-14 05:08:02+00:00,"Dulu, Gembong PKI, Musso, Mengejek Menteri Bung Karno, KH Agussalim dgn Mengatakan ""MBEK"" krn Beliau Berjenggot. Beliau CINGKRANG Bisa Jadi Menteri. Sekarang Manusia Anti Islam dan Umat Islam Mengejek Jenggot, Menuduh Celana Cingkrang sbg RADIKAL, Tdk Boleh Jadi ASN. Paham? Siap? "
